"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        209,           9,      -9.751530078,      -6.825437767,      -6.999194714,       -4.24701304,      -6.261054249,      0.9329898399,      0.4196782719,      0.8003763043,                 0,                 0,                 0,     0.08702071887,      0.1673329429,      0.8881057182,                 0,       1.907118757,      0.9600774286,      -3.201975003,      -3.388431166,         -3.331526,      -3.141453047,      -4.758519965,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        210,           9,      -9.773010495,      -6.849567606,        -7.0253497,      -4.265722914,       -6.23112548,      0.9329898399,      0.4217009145,      0.7998687923,                 0,                 0,                 0,     0.08732084772,      0.1694155877,      0.8882117455,                 0,       1.896767982,      0.9610524823,      -3.212860818,      -3.394781743,       -3.34813666,      -3.147221042,      -4.726242393,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        211,           9,      -9.779927651,      -6.866894877,       -7.03605764,      -4.274685399,      -6.292395197,      0.9329898399,      0.4234386875,      0.7989417285,                 0,                 0,                 0,     0.08749214902,      0.1713484756,      0.8878332656,                 0,       1.886794363,      0.9610290798,      -3.207859261,      -3.395508449,      -3.348195301,      -3.141790596,      -4.785563735,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        212,           9,      -9.800870756,      -6.884335593,      -7.047450194,        -4.2982345,      -6.277728882,      0.9329898399,      0.4248669697,      0.7975333101,                 0,                 0,                 0,     0.08752738601,      0.1731261303,      0.8869039777,                 0,       1.877136532,      0.9620072194,      -3.213248447,      -3.397260935,      -3.349732585,      -3.147731407,      -4.768966668,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        213,           9,      -9.828456378,      -6.898067122,      -7.056640288,      -4.328169273,      -6.267078836,      0.9329898399,      0.4259827095,      0.7956588059,                 0,                 0,                 0,     0.08744361655,      0.1747411696,      0.8854375912,                 0,       1.867819487,      0.9609870426,      -3.220153876,      -3.395678645,      -3.351467288,      -3.155615499,      -4.756136431,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        214,           9,        -9.8434012,      -6.908281888,      -7.066089514,      -4.344081579,      -6.332155025,      0.9329898399,       0.426808529,      0.7934174487,                 0,                 0,                 0,     0.08727190116,      0.1761862141,      0.8835356169,                 0,       1.858954062,      0.9599685173,      -3.210256813,      -3.390413358,      -3.356090144,      -3.145928247,      -4.819214884,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        215,           9,      -9.842886725,      -6.920791324,      -7.076782657,      -4.342883213,      -6.332659265,      0.9329898399,      0.4273818633,       0.790963553,                 0,                 0,                 0,     0.08704925764,      0.1774519461,      0.8813565715,                 0,       1.850718575,      0.9589517019,      -3.185024103,      -3.386824189,      -3.363573987,      -3.119638086,      -4.819096339,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        216,           9,      -9.838688981,      -6.938449774,      -7.089295109,      -4.338772983,       -6.32525699,      0.9329898399,      0.4277459735,      0.7884719423,                 0,                 0,                 0,     0.08680858101,      0.1785286229,      0.8790802878,                 0,        1.84331821,      0.9589366059,      -3.162412174,       -3.38789279,      -3.373431188,      -3.097023008,      -4.813734811,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        217,           9,      -9.835802383,      -6.955065645,      -7.092801153,      -4.339549409,      -6.266922037,      0.9329898399,      0.4279377683,      0.7860925382,                 0,                 0,                 0,     0.08657235036,      0.1794077076,      0.8768609278,                 0,       1.836931901,       0.957923323,      -3.151416295,        -3.3887482,      -3.374518674,      -3.089701336,      -4.760591657,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        218,           9,      -9.844429074,      -6.962918469,      -7.092922656,      -4.351665598,      -6.337517698,      0.9329898399,      0.4279814061,      0.7839146888,                 0,                 0,                 0,     0.08634815026,      0.1800861802,      0.8747909985,                 0,       1.831655949,      0.9579118309,      -3.160060789,      -3.384244976,      -3.372413017,      -3.101479277,      -4.839175266,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        219,           9,      -9.849015766,      -6.953706311,       -7.09159446,      -4.353913777,      -6.324571436,      0.9329898399,      0.4278799514,      0.7819392671,                 0,                 0,                 0,     0.08612720463,       0.180566716,      0.8728722308,                 0,       1.827473488,      0.9589021564,      -3.166512433,      -3.368308998,      -3.368756959,      -3.104311508,      -4.836201917,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        220,           9,      -9.834454462,      -6.938284978,      -7.090066743,      -4.332235489,      -6.377755459,      0.9329898399,      0.4276162822,      0.7800805822,                 0,                 0,                 0,     0.08588784686,      0.1808579948,      0.8710176722,                 0,       1.824253693,      0.9588943804,       -3.15130707,      -3.351621193,      -3.364561415,      -3.079471153,      -4.899817556,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        221,           9,       -9.80948318,      -6.927007094,      -7.091761704,      -4.303189703,      -6.342002657,      0.9329898399,      0.4271573359,      0.7781832799,                 0,                 0,                 0,     0.08559894723,      0.1809738197,        0.86906909,                 0,       1.821772014,      0.9608884524,      -3.123183404,      -3.341929072,      -3.364381547,      -3.043844168,      -4.873800885,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        222,           9,      -9.798549096,      -6.924840755,      -7.096968436,      -4.294513557,      -6.319500056,      0.9329898399,      0.4264595655,      0.7760543389,                 0,                 0,                 0,     0.08522468673,      0.1809289807,      0.8668291653,                 0,       1.819760657,      0.9618844447,      -3.107387176,      -3.341819956,      -3.371124714,      -3.027307816,      -4.859790619,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        223,           9,      -9.806646083,      -6.927250702,      -7.097493238,      -4.308341327,      -6.318915798,      0.9329898399,      0.4254817033,      0.7735119097,                 0,                 0,                 0,     0.08473407749,      0.1807371808,      0.8641119289,                 0,       1.817967503,      0.9618823786,      -3.106410876,      -3.346699944,      -3.378588607,      -3.032170381,      -4.866159136,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        224,           9,       -9.82163291,      -6.932990986,      -7.087264972,      -4.328448013,      -6.143275674,      0.9329898399,      0.4241940042,      0.7704285812,                 0,                 0,                 0,     0.08410709682,       0.180407226,      0.8607868405,                 0,       1.816217518,       0.961882233,        -3.1049407,      -3.357129655,      -3.379854833,      -3.041676809,      -4.695844067,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        225,           9,       -9.82654887,      -6.935903933,      -7.075279854,      -4.333384818,       -6.31589294,      0.9329898399,      0.4225886651,      0.7667705107,                 0,                 0,                 0,     0.08334273231,      0.1799415489,      0.8568192546,                 0,       1.814460666,      0.9618840082,      -3.088902692,      -3.368278485,      -3.380769244,      -3.036405399,      -4.872478025,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        226,           9,      -9.793524632,      -6.919331983,      -7.059919384,      -4.294969274,      -6.196459987,      0.9329898399,      0.4206825531,      0.7626154774,                 0,                 0,                 0,     0.08246061503,      0.1793335391,      0.8522884832,                 0,       1.812805099,      0.9608877149,      -3.039815241,      -3.362769299,      -3.376980145,      -2.990793892,      -4.757024277,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        227,           9,        -9.7572989,      -6.921801545,      -7.056535605,       -4.25695623,      -6.250075195,      0.9329898399,       0.418509184,      0.7581183306,                 0,                 0,                 0,      0.0814913362,      0.1785699743,      0.8473524087,                 0,       1.811473582,      0.9588933663,      -3.000275131,       -3.37746367,      -3.383609633,      -2.950558893,      -4.816521031,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        228,           9,      -9.725809089,      -6.939590773,      -7.054609865,      -4.228480166,      -6.239421437,      0.9329898399,      0.4161167464,      0.7534926612,                 0,                 0,                 0,      0.0804761457,      0.1776344898,       0.842229378,                 0,        1.81077226,      0.9579008836,      -2.981114758,      -3.408696442,      -3.393006285,      -2.932358721,      -4.815178399,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        229,           9,      -9.702666263,      -6.930054311,      -7.030791057,      -4.207846977,      -6.215277943,      0.9329898399,      0.4135529047,      0.7489508542,                 0,                 0,                 0,     0.07945469656,      0.1765105716,      0.8371364316,                 0,       1.811015823,      0.9559103027,      -2.982908844,       -3.41634761,      -3.385311673,       -2.94087947,      -4.803906779,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        230,           9,      -9.703598375,      -6.901499054,      -7.001611561,      -4.210399599,      -6.102917989,      0.9329898399,      0.4108558358,      0.7446460142,                 0,                 0,                 0,     0.07845796262,      0.1751899652,       0.832231146,                 0,       1.812426524,      0.9549215434,      -3.010873571,       -3.41063362,      -3.377389065,      -2.980191674,       -4.70666791,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        231,           9,      -9.700197492,      -6.852246715,      -6.967403718,      -4.203757719,      -6.195789264,      0.9329898399,      0.4080500261,      0.7406652796,                 0,                 0,                 0,      0.0775012179,      0.1736706102,      0.8276040112,                 0,       1.815133519,      0.9539345957,      -3.025096448,      -3.387595057,      -3.366921151,       -2.99988315,      -4.815257345,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        232,           9,       -9.68704562,      -6.815467844,      -6.950440637,      -4.185996177,      -6.175666137,      0.9329898399,       0.405138376,      0.7369740291,                 0,                 0,                 0,      0.0765822693,      0.1719654025,      0.8232227667,                 0,       1.819067442,      0.9539494235,      -3.019948695,      -3.375283776,      -3.374423866,      -2.993902668,      -4.811172356,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        233,           9,      -9.660260615,        -6.7840002,      -6.944426138,      -4.156993561,      -6.129133756,      0.9329898399,      0.4021091536,      0.7334447655,                 0,                 0,                 0,     0.07568196961,      0.1701003996,      0.8189620562,                 0,       1.823994204,      0.9549659764,       -3.00619555,      -3.363331127,      -3.393716837,      -2.975946258,      -4.781295331,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        234,           9,      -9.638776731,       -6.76416159,      -6.943529479,      -4.137572627,      -6.125078717,      0.9329898399,      0.3989349574,      0.7298673496,                 0,                 0,                 0,     0.07476161096,      0.1681108359,      0.8146129112,                 0,       1.829539718,      0.9559842456,      -3.021731758,      -3.359179922,      -3.417562873,      -2.989585666,      -4.795692737,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        235,           9,      -9.621678772,      -6.745868948,      -6.920352751,      -4.125225323,      -6.093383421,      0.9329898399,      0.3955834235,      0.7260101989,                 0,                 0,                 0,     0.07377695816,      0.1660334698,      0.8099444059,                 0,       1.835289741,      0.9570041835,      -3.066557453,      -3.357207465,      -3.415381603,      -3.039212427,      -4.783055133,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        236,           9,      -9.615805541,      -6.740209955,      -6.896983385,      -4.120779786,      -6.116605533,      0.9329898399,      0.3920106581,      0.7216446395,                 0,                 0,                 0,     0.07267489401,      0.1638931833,      0.8047250252,                 0,       1.840880151,      0.9580257398,       -3.12775023,      -3.372546189,       -3.40744002,      -3.105155301,      -4.824085263,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        237,           9,      -9.604096376,      -6.740288517,      -6.875479647,      -4.107475074,      -6.120013842,      0.9329898399,      0.3881892587,      0.7166370075,                 0,                 0,                 0,     0.07142497193,      0.1617028507,      0.7988189339,                 0,       1.846102105,      0.9590488811,      -3.168351516,      -3.397888414,       -3.39773013,      -3.146023991,      -4.842128416,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        238,           9,      -9.589200431,      -6.740157588,      -6.861371384,      -4.089651357,      -6.089374376,      0.9329898399,      0.3841136961,      0.7109730466,                 0,                 0,                 0,     0.07001801584,      0.1594613528,      0.7922108819,                 0,       1.850944275,      0.9580736008,        -3.1800463,      -3.422088904,      -3.395243501,      -3.152849655,      -4.822190309,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        239,           9,      -9.587530634,      -6.741797316,      -6.864535515,      -4.087035352,      -6.114242838,      0.9329898399,      0.3798043025,      0.7047757518,                 0,                 0,                 0,     0.06848108308,      0.1571521728,      0.7850244347,                 0,       1.855628668,      0.9550998394,       -3.17847232,      -3.441817236,      -3.411585241,      -3.144334632,      -4.854648419,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        240,           9,      -9.569665041,      -6.736391616,       -6.86383336,      -4.072514279,      -6.040095234,      0.9329898399,      0.3753048388,       0.698281958,                 0,                 0,                 0,     0.06686047955,      0.1547479159,      0.7774988729,                 0,       1.860572755,      0.9531274706,      -3.146054632,      -3.447007789,      -3.425550062,      -3.107879234,      -4.786976369,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        241,           9,      -9.558533909,      -6.735586989,      -6.859514155,      -4.066169337,      -6.105616547,      0.9329898399,      0.3706730757,      0.6917625163,                 0,                 0,                 0,     0.06521642564,      0.1522246391,      0.7699101034,                 0,       1.866233513,      0.9491565296,      -3.128654512,      -3.453322958,      -3.436284321,      -3.093344352,      -4.859241889,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        242,           9,      -9.545570907,       -6.72819105,      -6.842703227,      -4.055204762,      -6.064316585,      0.9329898399,      0.3659636816,      0.6854722112,                 0,                 0,                 0,     0.06360836962,      0.1495601303,      0.7625177611,                 0,       1.873060759,      0.9481868024,      -3.128093477,      -3.455955669,      -3.432645727,      -3.100251736,      -4.825139964,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        243,           9,      -9.534546016,      -6.705303954,        -6.8138466,      -4.041831225,      -6.037069491,      0.9329898399,      0.3612143181,        0.67957943,                 0,                 0,                 0,     0.06207811954,      0.1467411738,      0.7554938869,                 0,       1.881374564,      0.9472183196,      -3.130400077,      -3.449239137,      -3.414826312,      -3.105416419,      -4.804287238,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        244,           9,      -9.527981598,       -6.67941819,      -6.794269428,      -4.031046466,      -6.059131736,      0.9329898399,      0.3564462003,      0.6741251623,                 0,                 0,                 0,     0.06064191134,      0.1437760737,      0.7488838821,                 0,        1.89123958,      0.9452510842,      -3.118357396,      -3.442977771,      -3.407597387,      -3.090174147,      -4.831586021,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        245,           9,      -9.521266515,      -6.651190307,      -6.787343877,      -4.021325729,      -5.987410963,      0.9329898399,      0.3516573626,      0.6690067868,                 0,                 0,                 0,     0.05928343274,      0.1406929536,      0.7425890346,                 0,         1.9024393,      0.9452848895,      -3.094977822,      -3.433842572,       -3.41820653,      -3.062109774,      -4.765854765,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        246,           9,      -9.506214506,      -6.618396616,      -6.780424881,      -4.006444897,      -5.971277952,      0.9329898399,      0.3468297635,      0.6640068473,                 0,                 0,                 0,     0.05795877395,      0.1375381384,      0.7363961153,                 0,       1.914503648,      0.9473197027,      -3.098699777,       -3.41899179,      -3.431685515,      -3.066294668,      -4.758786428,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        247,           9,      -9.490557777,      -6.595539948,        -6.7665323,      -3.995245667,      -6.002119976,      0.9329898399,      0.3419327801,      0.6588419915,                 0,                 0,                 0,      0.0566013974,      0.1343651876,      0.7300251997,                 0,       1.926817287,      0.9473556238,      -3.164815824,      -3.416473645,      -3.435217507,      -3.140056944,      -4.803800918,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        248,           9,      -9.467487446,      -6.588714593,      -6.739966215,      -3.972611293,      -5.962430231,      0.9329898399,      0.3369240977,      0.6532128296,                 0,                 0,                 0,     0.05514118457,      0.1312211685,      0.7231776085,                 0,       1.938753666,      0.9473924371,      -3.238048785,       -3.43488486,      -3.420646001,      -3.214920856,      -4.782209944,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        249,           9,      -9.449715815,      -6.583979986,      -6.717824997,      -3.952170807,      -5.979434051,      0.9329898399,      0.3317716243,      0.6469073848,                 0,                 0,                 0,      0.0535281991,      0.1281373673,      0.7156412441,                 0,       1.949857485,      0.9464302188,      -3.288137756,      -3.457697896,      -3.407813509,      -3.260632517,      -4.817723402,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        250,           9,      -9.438015358,      -6.582558778,      -6.704609631,      -3.938162599,      -5.875317726,      0.9329898399,      0.3264775527,      0.6398803975,                 0,                 0,                 0,     0.05175238426,      0.1251291137,       0.707373466,                 0,         1.9599522,      0.9454687573,       -3.30494095,      -3.479195518,      -3.406733888,      -3.271259977,      -4.730484178,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        251,           9,      -9.442679328,      -6.583252864,      -6.707972928,      -3.942046636,      -5.919782828,      0.9329898399,      0.3210747403,      0.6322714242,                 0,                 0,                 0,      0.0498479822,       0.122187027,      0.6985173392,                 0,       1.969234402,      0.9415081959,      -3.302775939,      -3.491946651,      -3.426943938,      -3.262471116,      -4.786880071,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        252,           9,      -9.436996503,      -6.588722053,      -6.715451545,      -3.938397118,      -5.931304015,      0.9329898399,      0.3156219684,      0.6243651287,                 0,                 0,                 0,     0.04788234579,      0.1192840924,       0.689362275,                 0,       1.978205547,      0.9395481968,      -3.271891834,      -3.496964115,       -3.45367058,      -3.227583491,      -4.806590184,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        253,           9,      -9.420955824,      -6.583265071,       -6.71377912,        -3.9242672,       -5.92943916,      0.9329898399,      0.3101801259,      0.6165134505,                 0,                 0,                 0,     0.04594073185,      0.1163756411,       0.680262637,                 0,        1.98759817,      0.9355889424,      -3.243404323,      -3.482837729,      -3.469335079,      -3.200317109,      -4.811841161,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        254,           9,      -9.408833318,      -6.566538144,       -6.70365908,      -3.912239993,      -5.916186441,      0.9329898399,      0.3048074631,      0.6090453613,                 0,                 0,                 0,     0.04409378287,       0.113421196,      0.6715500532,                 0,       1.998131395,       0.932630135,      -3.246559825,      -3.458155224,      -3.470627511,      -3.208387049,       -4.80697552,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        255,           9,      -9.409220969,      -6.545075692,      -6.686819208,      -3.912513939,       -5.90439823,      0.9329898399,      0.2995277171,       0.602161608,                 0,                 0,                 0,      0.0423854327,      0.1103847645,      0.6634234389,                 0,       2.010370238,      0.9296718751,      -3.264359285,      -3.437215236,      -3.458326264,      -3.228631073,      -4.804851702,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        256,           9,      -9.403410729,        -6.5284214,      -6.670672092,      -3.907661979,      -5.885027406,      0.9329898399,      0.2943344897,      0.5958773478,                 0,                 0,                 0,      0.0408172119,      0.1072557963,      0.6558954182,                 0,       2.024490397,      0.9267139537,      -3.250592732,      -3.429865623,      -3.442724575,       -3.21321408,      -4.795117476,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        257,           9,      -9.406085814,      -6.514835191,      -6.668752246,        -3.9089693,      -5.810469429,      0.9329898399,      0.2891956512,       0.590019517,                 0,                 0,                 0,       0.039344469,      0.1040541646,      0.6487910958,                 0,       2.040208816,      0.9257563682,      -3.219563629,      -3.429867042,      -3.442474241,      -3.175717947,      -4.728676955,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        258,           9,      -9.397945435,      -6.501259652,      -6.671358279,       -3.89976569,      -5.874123542,      0.9329898399,      0.2840681423,      0.5842822804,                 0,                 0,                 0,     0.03789190736,      0.1008281091,      0.6418054106,                 0,        2.05683846,      0.9247990009,      -3.183684924,      -3.430613429,      -3.450814168,      -3.138334187,      -4.797633807,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        259,           9,      -9.385118435,      -6.490811172,      -6.674209858,      -3.886144283,      -5.824181767,      0.9329898399,      0.2788999266,       0.578276062,                 0,                 0,                 0,      0.0363711487,     0.09764176818,      0.6345505953,                 0,       2.073417763,      0.9228418854,      -3.190410576,      -3.435032865,      -3.460891376,      -3.152025067,      -4.750088153,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        260,           9,      -9.368691656,       -6.48164173,      -6.667006522,       -3.86970798,      -5.901405033,      0.9329898399,      0.2736587575,      0.5716707885,                 0,                 0,                 0,     0.03471193591,     0.09456080838,      0.6267015713,                 0,       2.088991391,       0.920884893,       -3.22481509,      -3.441916936,      -3.460418674,      -3.193414324,      -4.829861376,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        261,           9,      -9.358026375,      -6.473759894,      -6.646466598,       -3.85791337,      -5.851457174,      0.9329898399,       0.268354221,      0.5643157691,                 0,                 0,                 0,     0.03289643685,     0.09163845439,      0.6181170349,                 0,       2.102876441,      0.9169280364,      -3.255528725,      -3.450347024,      -3.445343561,       -3.22606836,      -4.784077886,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        262,           9,      -9.365270411,      -6.480692919,      -6.640733431,      -3.866886683,      -5.856261682,      0.9329898399,      0.2630445736,      0.5562969803,                 0,                 0,                 0,     0.03097405854,     0.08890528032,      0.6088962384,                 0,       2.114839218,      0.9139711732,      -3.281246628,      -3.470165415,      -3.443936022,      -3.253709132,      -4.795192287,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        263,           9,      -9.364988752,      -6.491271175,      -6.641248629,      -3.867779738,      -5.841213837,      0.9329898399,      0.2578243892,      0.5479340226,                 0,                 0,                 0,     0.02904799837,     0.08635828532,      0.5993724679,                 0,       2.125221839,      0.9090143221,      -3.283741406,       -3.48789068,      -3.447115981,      -3.254246035,      -4.787024162,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        264,           9,      -9.356491468,         -6.496963,      -6.645210205,      -3.860236949,       -5.83970288,      0.9329898399,      0.2527889442,       0.539669567,                 0,                 0,                 0,     0.02723308003,     0.08395915831,      0.5899969081,                 0,       2.134862221,      0.9040574047,      -3.276516028,      -3.495449634,      -3.452528449,      -3.242501921,      -4.792073819,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        265,           9,      -9.331631143,      -6.485951915,       -6.63574476,      -3.834409536,      -5.851105157,      0.9329898399,      0.2479967759,      0.5319185415,                 0,                 0,                 0,     0.02561364473,     0.08164256547,      0.5811834712,                 0,       2.144860713,      0.8981004013,      -3.262265094,      -3.484012727,      -3.447036178,      -3.223841986,      -4.809507443,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        266,           9,      -9.315825938,      -6.473838621,      -6.622733706,      -3.819264955,      -5.802371281,      0.9329898399,      0.2434560413,      0.5249182319,                 0,                 0,                 0,     0.02420976594,     0.07934693186,      0.5731614594,                 0,       2.156110931,      0.8931432161,      -3.263372601,      -3.472774856,      -3.443487955,      -3.225842627,      -4.766965689,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        267,           9,      -9.305162758,      -6.467102673,       -6.61313202,      -3.809443881,      -5.814334882,      0.9329898399,      0.2391155241,       0.518636733,                 0,                 0,                 0,     0.02298010939,     0.07703260721,      0.5658853878,                 0,       2.168979763,      0.8881858796,      -3.262141613,      -3.470223973,      -3.445891417,       -3.22642587,      -4.786119435,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        268,           9,      -9.310088367,      -6.461823841,       -6.61181567,        -3.8149018,      -5.746505488,      0.9329898399,      0.2348851003,      0.5128067937,                 0,                 0,                 0,     0.02181618355,     0.07469154201,      0.5590733329,                 0,       2.183224024,      0.8862282136,      -3.261957341,      -3.471425679,      -3.453302275,      -3.227200555,       -4.72701527,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        269,           9,      -9.306765206,      -6.450640578,      -6.610801399,      -3.809583566,      -5.845119881,      0.9329898399,      0.2306721048,       0.507005655,                 0,                 0,                 0,     0.02059363974,     0.07235872321,      0.5522939157,                 0,       2.197949577,      0.8822703508,      -3.245482365,      -3.466153205,      -3.455827269,      -3.210366836,      -4.834287593,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
